X,Y,OBJECTID,Facility_ID,Facility_Name,Facility_Type_Code,Facility_Type,Map_Symbol,Facility_Type_Detail,Facility_Type_Abbreviation,Licensed_Beds_Total,Telephone,County,Address_Full,Latitude,Longitude,CDPHE_HFEMS_Licensed,Operating_Status,Date_Data_Updated,Source
-104.860329,39.665535,3745,04UZJH,RANNAH HOME HEALTH CARE LLC,05A,Home Health Agency,Home Health,Home Health Agency (Cert Eligible),HHA-LCE,0,303-332-2971,ARAPAHOE,"2821 S PARKER RD STE 149, AURORA, CO 80014",39.6655349999999,-104.860328999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.05249,40.574444,3746,10Q655,RAPHA BODYWORK LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,970-281-7835,LARIMER,"1337 RIVERSIDE AVE  B, FORT COLLINS, CO 80524",40.574444,-105.05249,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.689644,39.724926,3747,10NM9B,RATCLIFF HOUSE LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,864-309-3575,ARAPAHOE,"25552 E 5TH PL, AURORA, CO 80018",39.724926,-104.689644,no,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.811126,39.7250980000001,3748,10J600,RAYITO DE LUZ HOME CARE LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,303-747-7417,ARAPAHOE,"15290 E 6TH AVE 160, AURORA, CO 80011",39.725098,-104.811126,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.111778,39.7780950000001,3749,10H792,"REAL CARE, INC.",S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,303-284-5818,JEFFERSON,"10200 W 44TH AVE #200, WHEAT RIDGE, CO 80033",39.778095,-105.111778,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.886948,39.687527,3750,04JV2M,REAL HOME CARE AGENT LLC,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,720-725-7776,ARAPAHOE,"1582 S PARKER RD #104, DENVER, CO 80234",39.687527,-104.886948,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.886948,39.687527,3751,04SKH2,REAL HOME CARE AGENT LLC,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,720-725-7776,ARAPAHOE,"1582 S PARKER RD  #104, DENVER, CO 80231-",39.687527,-104.886948,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.790436,38.8348960000001,3752,10N222,RECOVERY UNLIMITED,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,719-358-7338,EL PASO,"112 IOWA ST #4, COLORADO SPRINGS, CO 80909",38.834896,-104.790436,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.897305,39.112494,3753,42TIF6,RECOVERY VILLAGE AT PALMER LAKE,SH1,All Other Factypes,Behavioral/Mental Health,Behavioral Health Entity,BHE,0,754-300-3120,EL PASO,"443 S HWY 105 PALMER LAKE, CO 80133",39.1124939999999,-104.897305,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-108.552513,39.0948330000001,3754,021177,RED CLIFFS POST ACUTE,021,Nursing Facilities,Nursing Home/Skilled Nursing Facility,SNF/NF Dual Certification,SNF/NF,89,970-243-7211,MESA,"2901 N 12TH ST, GRAND JUNCTION, CO 81506-2811",39.094833,-108.552513,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.852921,39.4055520000001,3755,12A421,RED HAWK DIALYSIS,091,All Other Factypes,End Stage Renal Disease,End Stage Renal Disease Facility (Certified),ESRD,10,303-663-2875,DOUGLAS,"4348 WOODLANDS BLVD STE 131, CASTLE ROCK, CO 80104-2816",39.405552,-104.852920999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.10833,39.564804,3756,12KX82,RED ROCKS DIALYSIS,09B,All Other Factypes,End Stage Renal Disease,End Stage Renal Disease Facility (Licensed Only),ESRD-LIC,0,970-486-2650,JEFFERSON,"9945 W REMINGTON PL STE 1, LITTLETON, CO 80128-6739",39.564804,-105.108329999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.165329,39.722477,3757,16K182,RED ROCKS SURGERY CENTER,151,All Other Factypes,Surgery or Transplant,Ambulatory Surgical Center (Certified),ASC,0,720-420-3000,JEFFERSON,"400 INDIANA ST  SUITE 100, GOLDEN, CO 80401",39.7224769999999,-105.165329,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-108.572478,39.0905040000001,3758,16Y387,"REDLANDS MESA SURGERY CENTER, LLC",151,All Other Factypes,Surgery or Transplant,Ambulatory Surgical Center (Certified),ASC,0,970-242-0162,MESA,"201 W PARK DR GRAND JUNCTION, CO 81505",39.090504,-108.572478,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-102.302284,40.578091,3759,020161,REGENT PARK NURSING AND REHABILITATION,021,Nursing Facilities,Nursing Home/Skilled Nursing Facility,SNF/NF Dual Certification,SNF/NF,51,970-854-2251,PHILLIPS,"816 S INTEROCEAN AVE , HOLYOKE, CO 80734-2120",40.578091,-102.302284,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.139244,39.7122610000001,3760,20R331,REHABCARE,081,All Other Factypes,Rehabilitaton or Recovery,Outpatient Physical Therapy,OPT-SP,0,303-463-1382,JEFFERSON,"12567 WEST CEDAR DRIVE, STE 120, LAKEWOOD, CO 80228",39.7122609999999,-105.139244,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.054375,40.5734600000001,3761,020325,REHABILITATION AND NURSING CENTER OF THE ROCKIES,021,Nursing Facilities,Nursing Home/Skilled Nursing Facility,SNF/NF Dual Certification,SNF/NF,106,970-484-7981,LARIMER,"1020 PATTON ST, FORT COLLINS, CO 80524",40.5734599999999,-105.054374999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.062721,39.769936,3762,020465,"REHABILITATION CENTER AT SANDALWOOD, THE",021,Nursing Facilities,Nursing Home/Skilled Nursing Facility,SNF/NF Dual Certification,SNF/NF,103,303-422-1533,JEFFERSON,"3835 HARLAN ST, WHEAT RIDGE, CO 80033-5311",39.769936,-105.062720999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.858643,39.69669,3763,04BYWK,REHOBOTH HOME HEALTH CARE LLC,05A,Home Health Agency,Home Health,Home Health Agency (Cert Eligible),HHA-LCE,0,720-532-4618,ARAPAHOE,"11111 E MISSISSIPPI AVE STE 158, AURORA, CO 80012",39.6966899999999,-104.858643,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.845131,39.5997090000001,3764,10Y392,REHOBOTH HOME SUPPORT LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,720-524-7820,ARAPAHOE,"12354 E CALEY AVE, UNIT 201, CENTENNIAL, CO 80111",39.5997089999999,-104.845130999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.759892,39.7820560000001,3765,04O68J,REHOBOTH RESOURCES CARE LLC,05F,Home Care Agency,Home Health,Home Care Agency-Intellectually and Developmentally Disabled (Medicaid),HCA-IDD,0,720-257-2924,DENVER,"4734 FLANDERS WAY DENVER, CO 80249",39.7820559999999,-104.759891999999,yes,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.75988,39.7819900000001,3766,10H520,REHOBOTH RESOURCES CARE LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,720-257-2924,DENVER,"4734 FLANDERS WAY, DENVER, CO 80249",39.78199,-104.759879999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.098534,39.7732090000001,3767,10UX7Y,REJUVENATING TOUCH LLC,S2G,All Other Factypes,Disability Care,CHILDREN'S HABILITATION RESIDENTIAL PROG (CHRP),HCBS,0,720-290-1065,JEFFERSON,"4099 FIELD DR, WHEAT RIDGE, CO 80033",39.773209,-105.098534,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.098534,39.7732090000001,3768,10B866,REJUVENATING TOUCH LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,720-290-1065,JEFFERSON,"4099 FIELD DR, WHEAT RIDGE, CO 80033",39.773209,-105.098534,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.913048,39.674767,3769,10J548,RELAX ADULT DAYCARE CORP,S22,All Other Factypes,Adult Day Care Facility,Adult Day Care,ADAY,0,303-758-0871,DENVER,"2283 S MONACO PKWY UNIT 107 -108, DENVER, CO 80222",39.674767,-104.913048,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.91803,39.678413,3770,04K182,RELIABLE HOME CARE LLC,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,720-223-3363,DENVER,"6000 E EVANS AVE #3-320, DENVER, CO 80222",39.6784129999999,-104.91803,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.91803,39.678413,3771,04C869,RELIABLE HOME CARE LLC,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,720-232-3363,DENVER,"6000 E EVANS AVE #3-320, DENVER, CO 80222",39.6784129999999,-104.91803,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.865791,39.690186,3772,04I781,RELIABLE HOME HEALTHCARE INC,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,720-651-3007,ARAPAHOE,"1450 S HAVANA ST  UNIT 840, AURORA, CO 80012",39.6901859999999,-104.865791,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.865791,39.690186,3773,04M641,RELIABLE HOME HEALTHCARE INC,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,720-651-3007,ARAPAHOE,"1450 S HAVANA ST  UNIT 840, AURORA, CO 80012",39.6901859999999,-104.865791,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.865791,39.690186,3774,04C960,RELIABLE HOME HEALTHCARE INC,05A,Home Health Agency,Home Health,Home Health Agency (Cert Eligible),HHA-LCE,0,720-651-3007,ARAPAHOE,"1450 S HAVANA ST STE 840, AURORA, CO 80012",39.6901859999999,-104.865791,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.595337,38.9812200000001,3775,04JVFG,RELLIENT CARE,05C,Home Care Agency,Home Health,Home Care Agency (Licensed Only),HCA-LIC,0,,EL PASO,"10363 CAPITAL PEAK WAY, PEYTON, CO 80831",38.98122,-104.595337,yes,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.823586,39.722069,3776,26VP1A,REMOTE ACCESS DIAGNOSTIC SERVICES,071,All Other Factypes,Portable X-Ray Supplier,Portable X-Ray Supplier,X-RAY,0,,ARAPAHOE,"14221 E 4TH AVE STE 2-221, AURORA, CO 80011",39.7220689999999,-104.823586,no,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.823288,38.8686260000001,3777,23G116,RENAISSANCE HOUSE,SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,8,719-581-0587,EL PASO,"2509 N CASCADE AVE , COLORADO SPRINGS, CO 80907",38.8686259999999,-104.823288,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.861468,39.520854,3778,23R7CW,"RESERVE AT LONE TREE, THE",SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,92,970-441-8100,DOUGLAS,"11010 HIGH NOTE AVENUE LONE TREE, CO 80124",39.520854,-104.861468,yes,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.053299,40.520874,3779,23R289,"RESIDENCE @ OAKRIDGE LLC, THE",SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,68,970-229-5800,LARIMER,"4750 WHEATON DR, FORT COLLINS, CO 80525",40.5208739999999,-105.053298999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-108.529175,39.0846330000001,3780,23R116,RESIDENCE AT GRAND MESA,SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,65,970-241-8899,MESA,"565 28 1/4 ROAD, GRAND JUNCTION , CO 81501",39.0846329999999,-108.529174999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.84375,38.808926,3781,23S681,"RESIDENCE AT SKYWAY PARK LLC, THE",SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,68,719-227-7340,EL PASO,"886 ARCTURUS DRIVE, COLORADO SPRINGS, CO 80905",38.808926,-104.84375,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.758797,38.882301,3782,23H136,"RESIDENCE AT VILLAGE GREEN LLC, THE",SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,68,719-999-5744,EL PASO,"3455 N CAREFREE CIRCLE, COLORADO SPRINGS, CO 80917-",38.8823009999999,-104.758797,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.771698,39.7454990000001,3783,04F407,RESIDENTIAL CARE SERVICES,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,720-343-2350,ADAMS,"18590 E 19TH AVE STE 200, AURORA, CO 80011",39.745499,-104.771698,yes,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.699852,39.688225,3784,10E345,RESONANCE CARE SERVICES LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,310-986-0114,ARAPAHOE,"24704 E GUNNISON DR, AURORA, CO 80018",39.688225,-104.699852,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.827019,38.8737560000001,3785,10TY79,RESONATE MUSIC THERAPY LLC,S2G,All Other Factypes,Disability Care,CHILDREN'S HABILITATION RESIDENTIAL PROG (CHRP),HCBS,0,719-492-5282,EL PASO,"2906 BEACON ST, COLORADO SPRINGS, CO 80907",38.873756,-104.827019,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.827019,38.8737560000001,3786,10W733,RESONATE MUSIC THERAPY LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,719-492-5282,EL PASO,"2906 BEACON ST, COLORADO SPRINGS, CO 80907",38.873756,-104.827019,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.910957,39.652996,3787,04Q184,RESPECT HOME HEALTH INC,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,303-757-0634,DENVER,"6660 E HAMPDEN AVE   # 204, DENVER, CO 80224",39.652996,-104.910956999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.910957,39.652996,3788,10C956,RESPECT HOME HEALTH INC,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,303-757-0634,DENVER,"6660 E HAMPDEN AVE  SUITE 204, DENVER, CO 80224",39.652996,-104.910956999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.910957,39.652996,3789,10I601,"RESPECT HOME HEALTH, INC.",S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,303-757-0634,DENVER,"6660 E. HAMPDEN AVE., #204, DENVER, CO 80224",39.652996,-104.910956999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.724457,38.8597150000001,3790,103UND,RESPECT RESPITE LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,303-549-9759,EL PASO,"5570 HEATHERBROOK CT, COLORADO SPRINGS, CO 80915",38.859715,-104.724457,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-108.505066,39.023674,3791,1065HT,RESPITE ESSENTIALS LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,970-822-9693,MESA,"2957 GREAT PLAINS DR, GRAND JUNCTION, CO 81503",39.023674,-108.505065999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.05646,38.9949270000001,3792,277702,RESTORATIVE HEALTH GROUP INC,141,All Other Factypes,Rehabilitaton or Recovery,Comprehensive Outpatient Rehabilitation Facility,CORF,0,715-808-2480,TELLER,"321 W HENRIETTA AVE UNIT F WOODLAND PARK, CO 80863",38.9949269999999,-105.05646,yes,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.858767,39.37264,3793,04L622,RESTORE HOME HEALTH LLC,051,Home Health Agency,Home Health,Home Health Agency (Medicare/Medicaid),HHA-1819,0,720-376-6819,DOUGLAS,"333 PERRY ST STE 250 CASTLE ROCK, CO 80104",39.3726399999999,-104.858767,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.081245,39.881424,3794,2304LF,"RETREAT AT CHURCH RANCH, THE",SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,55,303-469-7178,JEFFERSON,"10190 WADSWORTH BLVD, WESTMINSTER, CO 80021",39.881424,-105.081244999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-108.518364,39.0917470000001,3795,23114D,RETREAT AT HARBOR COVE,SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,64,970-243-7224,MESA,"2835 PATTERSON RD, GRAND JUNCTION, CO 81506",39.0917469999999,-108.518364,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-108.352173,39.1048430000001,3796,2311QG,"RETREAT AT PALISADE, THE",SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,60,970-464-5167,MESA,"3781 HERITAGE LN, PALISADE, CO 81526",39.104843,-108.352172999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.784091,38.845267,3797,23Q180,"RETREAT AT SUNNY VISTA, THE",SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,75,719-377-6735,EL PASO,"2450 E CACHE LE POUDRE ST, COLORADO SPRINGS, CO 80909",38.845267,-104.784091,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.882668,39.779007,3798,018DRG,REUNION REHABILITATION HOSPITAL DENVER,013,Hospital,Hospital,Rehabilitation Hospital,HOSP-RHB,40,720-734-3500,DENVER,"4650 CENTRAL PARK BLVD, DENVER, CO 80238-2328",39.779007,-104.882667999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.86396,39.5597230000001,3799,01WYTJ,REUNION REHABILITATION HOSPITAL INVERNESS,013,Hospital,Hospital,Rehabilitation Hospital,HOSP-RHB,40,720-741-8800,DOUGLAS,"372 INVERNESS DR S, ENGLEWOOD, CO 80112-5899",39.5597229999999,-104.86396,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.976212,39.7683940000001,3800,10M980,REVEL,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,720-502-4927,DENVER,"3501 BLAKE STREET  #250, DENVER, CO 80205",39.768394,-104.976212,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.062325,40.398396,3801,10XZGL,REVERB STUDIO LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,505-264-4535,LARIMER,"1036 E 7TH ST APT B, LOVELAND, CO 80537",40.3983959999999,-105.062325,no,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.861153,39.54319,3802,04Y381,RHYTHMS HOME CARE LLC,05C,Home Care Agency,Home Health,Home Care Agency (Licensed Only),HCA-LIC,0,303-757-2300,DOUGLAS,"9570 S KINGSTON CT STE 300, ENGLEWOOD, CO 80112",39.54319,-104.861153,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.861153,39.54319,3803,04H776,RHYTHMS HOME CARE LLC,05A,Home Health Agency,Home Health,Home Health Agency (Cert Eligible),HHA-LCE,0,303-757-2300,DOUGLAS,"9570 S KINGSTON CT STE 300, ENGLEWOOD, CO 80112",39.54319,-104.861153,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.077637,39.6387750000001,3804,23Q698,RIDGE PINEHURST LLC,SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,164,720-316-5226,JEFFERSON,"7205 W QUINCY AVE, LAKEWOOD, CO 80235",39.638775,-105.077636999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.87307,39.5282550000001,3805,16K980,RIDGE VIEW ENDOSCOPY CENTER,151,All Other Factypes,Surgery or Transplant,Ambulatory Surgical Center (Certified),ASC,0,720-330-6822,DOUGLAS,"10103 RIDGE GATE PKWY STE 312, LONE TREE, CO 80124",39.528255,-104.873069999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.927544,39.8157160000001,3806,020404,RIDGEVIEW POST ACUTE,021,Nursing Facilities,Nursing Home/Skilled Nursing Facility,SNF/NF Dual Certification,SNF/NF,112,303-289-1848,ADAMS,"5230 E 66TH WAY, COMMERCE CITY, CO 80022-2442",39.815716,-104.927543999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-107.781563,39.6496890000001,3807,1808M3,RIFLE CORRECTIONAL CENTER,S63,Community Clinic,Clinic,Community Clinic-DOC,CCDOC,0,970-625-7578,GARFIELD,"200 COUNTY ROAD 219, RIFLE, CO 81650-9530",39.649689,-107.781563,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.019646,40.580833,3808,04O530,RIGHT AT HOME,05C,Home Care Agency,Home Health,Home Care Agency (Licensed Only),HCA-LIC,0,970-494-1111,LARIMER,"330 E MULBERRY ST, FORT COLLINS, CO 80524",40.5808329999999,-105.019645999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.897346,39.612087,3809,04O152,RIGHT AT HOME - DENVER METRO,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,720-875-1800,ARAPAHOE,"7800 E DORADO PL  STE 125, GREENWOOD VILLAGE, CO 80111",39.612087,-104.897345999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.897346,39.612087,3810,04T693,RIGHT AT HOME - DENVER METRO,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,720-875-1800,ARAPAHOE,"7800 E DORADO PL STE 125, GREENWOOD VILLAGE, CO 80111",39.612087,-104.897345999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.897346,39.612087,3811,04I967,RIGHT AT HOME - DENVER METRO,05A,Home Health Agency,Home Health,Home Health Agency (Cert Eligible),HHA-LCE,0,720-875-1800,ARAPAHOE,"7800 E DORADO PL STE 105, GREENWOOD VILLAGE, CO 80111",39.612087,-104.897345999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.233978,40.0155490000001,3812,04DX3U,RIGHT AT HOME BOULDER,05C,Home Care Agency,Home Health,Home Care Agency (Licensed Only),HCA-LIC,0,303-313-3073,BOULDER,"4810 RIVERBEND RD STE A, BOULDER, CO 80301",40.015549,-105.233977999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.820915,38.8858490000001,3813,04ZUR2,RIGHT AT HOME COLORADO SPRINGS,05C,Home Care Agency,Home Health,Home Care Agency (Licensed Only),HCA-LIC,0,719-634-4999,EL PASO,"135 WINTERS DR, COLORADO SPRINGS, CO 80907",38.885849,-104.820914999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.820915,38.8858490000001,3814,049OFK,RIGHT AT HOME COLORADO SPRINGS,05A,Home Health Agency,Home Health,Home Health Agency (Cert Eligible),HHA-LCE,0,719-634-4999,EL PASO,"135 WINTERS DR, COLORADO SPRINGS, CO 80907-5221",38.885849,-104.820914999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-108.536224,39.1150170000001,3815,04T759,RIGHT AT HOME GRAND JUNCTION,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,970-697-1331,MESA,"2777 CROSSROADS BLVD UNIT 3, GRAND JUNCTION, CO 81506",39.115017,-108.536224,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
